date,campaign_id,campaign_name,adset_name,ad_name,account_name,country,clicks,imps,spend,purchase_total,purchase_total_value,CTR
2024-12-19,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,8fdd8e65ee1d2d82a5310022e03f842b57f5df9794c2005eb45ede9c6e8f8be0,a9b81f7ecadeb1e51e82a01e71d8ad0cce0b27c2380cc92509ebe8d4fd1241fb,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,9,2181,18.67,1,44.1,0.4126547455295735
2024-12-19,6056653944331,91ba1933dfa553b624f72cb4b3fc35bfedfa6767165f3b9a06a22ec1d8e183bd,134fb80547f51542856c460a4e48c0e5be56ae19ba1e282d6cfdc4807c498269,9fc59e7f61bd8c03fa3c346f704388f5425d43d0898c48e223148910a7532a4d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,119,7634,142.34,14,1353.95,1.558815823945507
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,febfdae582d30c4ee161bf0f1bb9ff4841cce32a1dca8c538bcd0a37cd17af99,dd8c5d2c2850b7f3e5cd80f6585a29e71117ea0f4787fa2e17166e322163cb4d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,12,1093,19.83,1,69.0,1.0978956999085088
2024-12-19,6593415310331,6f1e85ab8cb949f0c2a13ef1ada76ceafcf75d3406aa32bcd7cf50852892974e,db217d22a3b917e1ecccd8ac82ee008e30bcf7751f2e3596587180e85fca66d2,a111073d0ecd53d1a2ef568fef5ecdda8085a763b9fb795b0a39c0e918f79517,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,501c26b2571a1f7fd72df8c21593874fc874c97145717470596895d1c22203f7,25,1740,13.43,2,138.0,1.4367816091954022
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,2ab05fe7a0d5f27124b53cc5715ee2c888af20634074f01b44495a2bb0f8d952,226bd3fe2639fc391874f263253814299886f3c00341973defef0238fb6e829c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,0,0,0.0,1,279.0,0.0
2024-12-19,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,0970fe2687be148c76ead783538bd3cc28513dd7bc4820aec826d47308ae0c82,8584335d6c11100177897e8f20afefb0d260c5556c0b5555eea23d5b7a68ce0e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,3,1233,8.9,1,75.6,0.24330900243309
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,8f71134f018abec1f60f69f1d909f41643e206208373075438f31f5f6c53b5f4,c208f6331496e461302994d94ef92b4f06f3980957a31cd89e6883cfaa7d8353,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,147,5774,42.17,1,163.51,2.5458953931416697
2024-12-19,6620289456131,eadbad240a97e5cf50c4f95134c5e2d5720bbd055a8b144e1e7e581743cc3209,b87aba4361cb02ee0433166ae0aa6fbe2eb0c86138f70a0773c586e0b191acbb,359702e492cf29a75327da8c622e0b696183f7ec8034bc2ef503b79e0c530fd3,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,ce344a418127968f2bd07ada86c8cf3808eea524c399a02c0c2c0ebbe0f5467c,44,4643,44.13,1,98.0,0.9476631488261898
2024-12-19,6629938377131,35a977084c5c0ed367500b8d701b733e339d7d05e6b232908e5516efd13f7733,a9af02149affc0c6b656f2a89f4e4de770b1f7b324c7a9da92f8cb4c357bc39e,d404210e071e463c5508de7211581ec1cb9321f9cc85dfa88b0cb387b6416c9f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f078492902275dd3cfc4e676148aea2ee4f88b88e4886f6628d3bfdb6eb5df20,13,3106,17.34,1,109.24,0.4185447520927237
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,409838f87850fcee63c470e835536c32fe4d4bfe59965d8a10a75086ae906e9c,19f53335bb7ec2916b8956a49f4cc33d0171c365dece4e544865162b079fb90f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,36,1639,16.42,2,78.0,2.196461256863941
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,d41e289f5c0a7dda1c36d424200670bd6692de681b1efb8ee6c08ba26e6b7da4,f6386a41aec4181687d3f6c976721b9ccf080e4d3a3015ef7bc47b5fbd407353,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,30,2674,23.32,5,663.97,1.1219147344801794
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,908e0cd19dc97979438b44de0d4d4315a77b0810ddf354c01cf76ed77cc3c2e3,a53a9b7096b1320d0a2ebc40a44bb2c62350bc0c69c0e4547a33ce4a706645c5,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,23,3451,35.67,1,49.16,0.6664734859461026
2024-12-19,6620289456131,eadbad240a97e5cf50c4f95134c5e2d5720bbd055a8b144e1e7e581743cc3209,e2f3b1c90ca62bdf4ba2b09f09b938bb6716b70a5d310f1067a14c0b457d7ed0,6182fa7a309c819edf724961a897aa77e215d4db34a5c20f0c9c95c75986486f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,ce344a418127968f2bd07ada86c8cf3808eea524c399a02c0c2c0ebbe0f5467c,22,2114,16.1,1,89.0,1.0406811731315044
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,06ace65ea0c24ae74d4698cdf1252fe4856c79218d907c1d77ac1ceb6e2152f5,589450dabe9fd67ebbca28ee374d4462be15a46832dc6365c0186546b35a6b78,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,3,1398,17.71,2,166.11,0.2145922746781116
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,2ab05fe7a0d5f27124b53cc5715ee2c888af20634074f01b44495a2bb0f8d952,987d517b5e8f259571cf26c1291793ef0dcf4f3ca522e147e0a2dac97ab373f8,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,0,0,0.0,2,118.0,0.0
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,409838f87850fcee63c470e835536c32fe4d4bfe59965d8a10a75086ae906e9c,a2ecc82839e9b4526c9cc526ce8a9ef526737a57b49b945253be7d20013400ec,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,15,777,7.74,1,170.1,1.9305019305019304
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,6d00abe7c2d5c4f2b90ba7157f4e2f032e252284f8b556da3d4b39f1aea6345e,ced39fc6c031ffd8351674c628100896d1e398f0999e6f9994e4ebf6df2901f3,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,0,0,0.0,2,60.3,0.0
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,06ace65ea0c24ae74d4698cdf1252fe4856c79218d907c1d77ac1ceb6e2152f5,181e8da22a147e1df99a3afad0f1d33fa274587a1228fdff0078ea5c8c4bb90a,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,5,1568,21.58,1,17.44,0.3188775510204081
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,f8728d13e0b7884739520571e8785f8d72788a6b4148ff809a52548e1c793818,d425ab647921872480e41520fc7715a006313f8d1d522ae17bfaa494185acc41,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,8,712,5.85,2,212.42,1.1235955056179776
2024-12-19,6593178328331,685192211dbc42d5b8300e104b0cff687854137eed8632081e386e0875a41e71,627a7f6bf73a79880d5ca9cb84ce5afafc097e5842d1a6b479bb1ba631518ebc,f8740c7e1359917b109301fe78f31921368057e56dc8daf1cd6fa61e5dd176da,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,5,650,6.25,1,148.89,0.7692307692307693
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,f943c312adf65972c2abe81da8b0d36e06872c9bc09020c3c03a7062e62408b2,b1e851d1e70d97c74199477121d8d4e8e43dfc5c0814f40a56eeed0d56e8e50c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b23a6a8439c0dde5515893e7c90c1e3233b8616e634470f20dc4928bcf3609bc,0,0,0.0,1,119.25,0.0
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,f943c312adf65972c2abe81da8b0d36e06872c9bc09020c3c03a7062e62408b2,719b6ae111b37028984889ce5285241d7ca31663ea569b23afabda121920415c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,26,3952,37.71,2,51.1,0.6578947368421052
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,4828dc376ecedcfd68238e8d661e07f154467d425a987b6bcc3a061fd2c7c445,cce0ac5224bbc9886078a189a0a9b028f0d9bb11fa84f3f0d24b9c02453c5712,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,58,3710,36.35,2,204.0,1.5633423180592994
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,323b58c565032c7f8d7130ebde685ca8fdefdadb33f2fc335879e3aeec1287b7,ec2146ecd3b832054468a4f79e37c9d1f03424d040d579a0bcd52549fdd0c70c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,28,1876,19.08,2,79.0,1.4925373134328357
2024-12-19,6067691045331,06d86e12244c3d951a0d140d6d3441f496f67c1ea44e53d661ec2cbf5cd12109,bb863775b75ca5a4a1f809cf393f31f976652fa8994991e019161c6bb10c033b,55c2808cf8bb0983f43e783e1cd0f3301900bcbab1601bbfb5c3bb7e6c99de87,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,86,4091,116.13,6,357.2,2.102175507210951
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,034939b774d774463d0316c1d5d6a18dc830aeef3f454d15ad0e595f83994a27,7fb45c0d810fc7b0c49f3ef39b68a3e98503752b3ebe157f8d428fdf9d476cbb,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,0,97,1.17,1,91.04,0.0
2024-12-19,6619851387731,f225c8d44a13da83cbb88028667cfc086218058466e844b8ab47305276db98ae,ee7a92a946e52b0662778202f39314b8d17d538e8daad4de7589f267c2c53622,6547f21971e12512aa4ac30bd041e2b6613adffdd9d713b712b428dfe8de1c02,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,9b202ecbc6d45c6d8901d989a918878397a3eb9d00e8f48022fc051b19d21a1d,1,238,7.57,1,50.76,0.4201680672268907
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,034939b774d774463d0316c1d5d6a18dc830aeef3f454d15ad0e595f83994a27,a53a9b7096b1320d0a2ebc40a44bb2c62350bc0c69c0e4547a33ce4a706645c5,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,21,3695,35.39,2,115.31,0.5683355886332883
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,f943c312adf65972c2abe81da8b0d36e06872c9bc09020c3c03a7062e62408b2,d2cc3dffc3fe2b393227b4b2ac9ac6192dcda7a63ef32f3c5ba578a1e36046b1,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,7,868,8.8,2,141.3,0.8064516129032258
2024-12-19,6593147510731,13c69fcd83c6dd8ff6f82711690cf0e78189e9dbce5c242f5ec59ec2fd79f0d0,a90d9d10200b804a87507f42ee9f5e80f63d8d714d288d0778f506038f51f8f8,5e7cb8c9c7f9918a023b6d890ab8ea35cb279157b61fcc41d0eaece0e7f97291,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,eb5442705969dc8da5dfac8f9658dc68acdab5bb7635ba7cc551e389416ac34e,0,0,0.0,1,32.0,0.0
2024-12-19,6629938377131,35a977084c5c0ed367500b8d701b733e339d7d05e6b232908e5516efd13f7733,815dde834d69093f57db4b02ac4ce9505e45be32733de0f013d7f3218c8f047b,bd925d5351d9e12b4b9f77d6375f9df26c5cd4a15fc81c89a3bd060301072795,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f078492902275dd3cfc4e676148aea2ee4f88b88e4886f6628d3bfdb6eb5df20,14,3098,16.86,1,39.0,0.4519044544867657
2024-12-19,6593178328331,685192211dbc42d5b8300e104b0cff687854137eed8632081e386e0875a41e71,19956e415cce94c75b19bd0d08d363bad8265690bc6c130adce2b658373851d7,7dea41351ecdd44d053bf68de380074da6010a37ac4db296691e181e86df3a30,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,0,0,0.0,1,110.86,0.0
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,9608364b27223d7735fe04bbaf3be19934cbe2b5aed26865dd218d2f70bec036,3467bba7d28c2e7166738198166ad75de95e3dcd8c0b1ec667b7ea2889a013d3,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,76,7786,110.76,8,671.5,0.9761109684048292
2024-12-19,6619851387731,f225c8d44a13da83cbb88028667cfc086218058466e844b8ab47305276db98ae,90165a7b3262fc0c031435c4e5e53a8c5d040164bf2735677d5d6b95aa6a30a3,248d83dc8a3b0b66d6112284b37784afe28c4a6cf1752e093154220790958d17,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,9b202ecbc6d45c6d8901d989a918878397a3eb9d00e8f48022fc051b19d21a1d,3,752,20.69,1,42.64,0.3989361702127659
2024-12-19,6629938377131,35a977084c5c0ed367500b8d701b733e339d7d05e6b232908e5516efd13f7733,a9af02149affc0c6b656f2a89f4e4de770b1f7b324c7a9da92f8cb4c357bc39e,deaeb82fef806a30b67ce0733e80026d9590c1429fceb3d24c45e726f59fbf9d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f078492902275dd3cfc4e676148aea2ee4f88b88e4886f6628d3bfdb6eb5df20,37,7255,42.71,2,83.7,0.5099931082012404
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,323b58c565032c7f8d7130ebde685ca8fdefdadb33f2fc335879e3aeec1287b7,4086e6bfedf38b9a40c95d383f2aef19c48671df36dab48c78c35993770d74d7,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,31,2557,25.58,2,265.1,1.2123582323034807
2024-12-19,6640651715931,3445b9e3ceb5369a36eece10e4367e89c7d432a490a7805e629c6ef4da4a0f4b,75da943479d6e5f2adc2ce72b9e94e242a78ba151bd4da137935ca4763e7c1fb,269d67e68e15cef3ec57698114633cf9d6ca10af6b5336657b8afbc64a1e1cc4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,501c26b2571a1f7fd72df8c21593874fc874c97145717470596895d1c22203f7,30,2086,63.02,1,59.0,1.4381591562799616
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,d41e289f5c0a7dda1c36d424200670bd6692de681b1efb8ee6c08ba26e6b7da4,40926042eafe4ac0c7ae5ad5fd469d61325919720adb3d8a11a8a5f1eeaf2f8c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,0,4,0.02,1,66.62,0.0
2024-12-19,6593415310331,6f1e85ab8cb949f0c2a13ef1ada76ceafcf75d3406aa32bcd7cf50852892974e,95ef80ff0361523216c13b55efbfd3c6062798bee89ece63be0a18596e0921ef,d1d00d46422ca3d9b89bee0b4fbbd0f630e1f9299571bb6fea9af571fab5feee,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,501c26b2571a1f7fd72df8c21593874fc874c97145717470596895d1c22203f7,35,2165,21.17,1,69.0,1.6166281755196306
2024-12-19,6620245963531,35492c37a71b044a1506e73129973c3d084d826a05092eeab01494113abd3177,a8515eec825faa8003d81f0e80e54ceeb32dc8b2bc2f9821601568e65878e20a,f25760da7951d3d40472b620ea5206928476a921aaf39f951d7f799e6383a1e4,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f031b70a2653be44af3a20aa33ad0f35d8a256046c108cfcaa3480988b4b383b,27,2650,23.95,1,42.84,1.018867924528302
2024-12-19,6620232465331,e68b21976d9cac512ef68c036a2040d5524c8d32787ec24c8d359226e88c5561,108435246a5e7d100a28ce9b527ca39f3c141a1726ec89532ce947f85bb92a7d,498779252a7aada1dd290b1fd8ea1950dc6a776de020cb086dbd04167de26a15,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,4b650e5c4785025dee7bd65e3c5c527356717d7a1c0bfef5b4ada8ca1e9cbe17,0,0,0.0,1,65.29,0.0
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,d41e289f5c0a7dda1c36d424200670bd6692de681b1efb8ee6c08ba26e6b7da4,bdf65aaf14e4a1f2371c75cb94d6dea12e55490f6c99ee2bf50f2329be650343,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,0,361,0.79,1,36.41,0.0
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,7ed41a47335ae4e40ae379b4ab7947d24e6fd666fe2407708b1d2ed65f022722,5f039f8e9f1e598dce4a5cb793aa05530ede5cf853741620cf67b82a7ae7aa59,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,79,16554,188.56,12,946.3,0.477226048085055
2024-12-19,6593415310331,6f1e85ab8cb949f0c2a13ef1ada76ceafcf75d3406aa32bcd7cf50852892974e,287046f596bf3f8a6451c50923f62d93be8a41773b2e9bf955eec36bf74ef2ee,58c3b2131729311185ad9bf9a7b34c1d312d42e8ef80011c599f3f130013d1d3,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,501c26b2571a1f7fd72df8c21593874fc874c97145717470596895d1c22203f7,24,2119,16.54,1,98.0,1.132609721566777
2024-12-19,6620245963531,35492c37a71b044a1506e73129973c3d084d826a05092eeab01494113abd3177,349159337193bdb5b4cd15645dfdd186875f1e1b5146105794b5070c8e08efdd,f82b1a5f4a2c2c9b7d6a0b233d96cec23d8e79568bbb1fd2245934bfd960fb66,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f031b70a2653be44af3a20aa33ad0f35d8a256046c108cfcaa3480988b4b383b,0,0,0.0,1,51.93,0.0
2024-12-19,6620232465331,e68b21976d9cac512ef68c036a2040d5524c8d32787ec24c8d359226e88c5561,63af384d8d18803a32b0b8974199c87122131f2ffb7b26c1a613f058aefae893,27f3d158bab652c5cede298d65076caf5a87f36a6c42d0b8ca489026a06c81a2,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,4b650e5c4785025dee7bd65e3c5c527356717d7a1c0bfef5b4ada8ca1e9cbe17,12,3250,42.78,1,88.89,0.3692307692307692
2024-12-19,6593178328331,685192211dbc42d5b8300e104b0cff687854137eed8632081e386e0875a41e71,627a7f6bf73a79880d5ca9cb84ce5afafc097e5842d1a6b479bb1ba631518ebc,3f312cb7bfa7bedf35c33fc8cc6bfce7e51140588319d7e67e385a0ee679d05f,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6890c837e9a8e887d651f86fac63673ad336a440aa1ea81847dc493ca6894f65,2,331,3.96,1,442.48,0.6042296072507553
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,e37cbec48cb806b48833afd0da12823a4baf6b2b65f6d95266a787c6d2771921,b8e2543bb18edb44d1a335379ea89f06e1bee057c24740f2520ba48c56cb3c42,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,36,3906,39.63,5,492.86,0.9216589861751152
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,b98a2b4fbf4127883605695870cebd681583a924f82ca35179be93bbf7aa1c65,5fa2629db4ed63cfb46b22cf4d6e251ea5e5dc857a9f6de2f0c18092f4b0878a,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,0,0,0.0,1,54.62,0.0
2024-12-19,6620289456131,eadbad240a97e5cf50c4f95134c5e2d5720bbd055a8b144e1e7e581743cc3209,b87aba4361cb02ee0433166ae0aa6fbe2eb0c86138f70a0773c586e0b191acbb,d09cc47d6205273e14558663f5027e2802593b4b86bc56af2bf4d35cbd35419d,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,ce344a418127968f2bd07ada86c8cf3808eea524c399a02c0c2c0ebbe0f5467c,64,9221,43.28,1,139.0,0.6940678885153454
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,409838f87850fcee63c470e835536c32fe4d4bfe59965d8a10a75086ae906e9c,ddbc0ef2e896698458b04ec0fa18fa84ed335ce277aebbaabfc4130a4661f48e,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,12,249,3.51,2,206.49,4.819277108433735
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,88fc37c22b9fab56f9029fbe03cbd79cda322961aa164f0950c7fd76d9143912,ff00e53969b80d3cc8095b4cffdc8cde41ddf8df70d12d72e9b6d4cce98a2714,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,35,3775,40.8,5,501.75,0.9271523178807948
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,2ebc4a6b220867f72227892e5675efc7ca70317016a2e7d70e388022485d581d,719b6ae111b37028984889ce5285241d7ca31663ea569b23afabda121920415c,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,8,2071,11.94,2,81.0,0.386286817962337
2024-12-19,6593060065931,be45573c0ace8a58f0e1269b275d806bf61eb1e66fac630be27d44ed9ec12fa7,9608364b27223d7735fe04bbaf3be19934cbe2b5aed26865dd218d2f70bec036,aa8d61f50f5b1ffc170efd82e8fa7e37220516ead586af0e3ce22ac2aa87292a,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,6814ef46f686990cf4e946f966167b0507e1d642c44e51f61bffb0bba2d4672b,51,6076,82.36,4,241.98,0.8393680052666228
2024-12-19,6629938377131,35a977084c5c0ed367500b8d701b733e339d7d05e6b232908e5516efd13f7733,a9af02149affc0c6b656f2a89f4e4de770b1f7b324c7a9da92f8cb4c357bc39e,be17f41d06cee5919f2d948c08f28dac7d445e676f83ed0d9afe6f4ff72a2d0b,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,f078492902275dd3cfc4e676148aea2ee4f88b88e4886f6628d3bfdb6eb5df20,5,923,4.56,1,69.0,0.5417118093174431
2024-12-19,6593385961531,db00d9e4631c08b7ee91c74fe682720d142899a41e11629ecc54f6ce351b9573,749dac37c7f9861cb0c88f6201599a19ec2b3ad142f0650a7a4648999dd6ead0,b8e2543bb18edb44d1a335379ea89f06e1bee057c24740f2520ba48c56cb3c42,2d28a1e66baa33dea46b4229e06d2fe4e9206a9ab29c4d016184995615913558,b4043b0b8297e379bc559ab33b6ae9c7a9b4ef6519d3baee53270f0c0dd3d960,0,412,2.35,1,649.4,0.0
